Node Path,Node Address,Access Level,Data Type
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/ClientConnectionTime,n=1;s=Session_3274624048.SessionDiagnostics.ClientConnectionTime,currentRead,UtcTime
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/ClientLastContactTime,n=1;s=Session_3274624048.SessionDiagnostics.ClientLastContactTime,currentRead,UtcTime
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/CurrentSubscriptionsCount,n=1;s=Session_3274624048.SessionDiagnostics.CurrentSubscriptionsCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/CurrentMonitoredItemsCount,n=1;s=Session_3274624048.SessionDiagnostics.CurrentMonitoredItemsCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/CurrentPublishRequestsInQueue,n=1;s=Session_3274624048.SessionDiagnostics.CurrentPublishRequestsInQueue,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/TotalRequestCount,n=1;s=Session_3274624048.SessionDiagnostics.TotalRequestCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/UnauthorizedRequestCount,n=1;s=Session_3274624048.SessionDiagnostics.UnauthorizedRequestCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/ReadCount,n=1;s=Session_3274624048.SessionDiagnostics.ReadCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/HistoryReadCount,n=1;s=Session_3274624048.SessionDiagnostics.HistoryReadCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/WriteCount,n=1;s=Session_3274624048.SessionDiagnostics.WriteCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/HistoryUpdateCount,n=1;s=Session_3274624048.SessionDiagnostics.HistoryUpdateCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/CallCount,n=1;s=Session_3274624048.SessionDiagnostics.CallCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/CreateMonitoredItemsCount,n=1;s=Session_3274624048.SessionDiagnostics.CreateMonitoredItemsCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/ModifyMonitoredItemsCount,n=1;s=Session_3274624048.SessionDiagnostics.ModifyMonitoredItemsCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/SetMonitoringModeCount,n=1;s=Session_3274624048.SessionDiagnostics.SetMonitoringModeCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/SetTriggeringCount,n=1;s=Session_3274624048.SessionDiagnostics.SetTriggeringCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/DeleteMonitoredItemsCount,n=1;s=Session_3274624048.SessionDiagnostics.DeleteMonitoredItemsCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/CreateSubscriptionCount,n=1;s=Session_3274624048.SessionDiagnostics.CreateSubscriptionCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/ModifySubscriptionCount,n=1;s=Session_3274624048.SessionDiagnostics.ModifySubscriptionCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/SetPublishingModeCount,n=1;s=Session_3274624048.SessionDiagnostics.SetPublishingModeCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/PublishCount,n=1;s=Session_3274624048.SessionDiagnostics.PublishCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/RepublishCount,n=1;s=Session_3274624048.SessionDiagnostics.RepublishCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/TransferSubscriptionsCount,n=1;s=Session_3274624048.SessionDiagnostics.TransferSubscriptionsCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/DeleteSubscriptionsCount,n=1;s=Session_3274624048.SessionDiagnostics.DeleteSubscriptionsCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/AddNodesCount,n=1;s=Session_3274624048.SessionDiagnostics.AddNodesCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/AddReferencesCount,n=1;s=Session_3274624048.SessionDiagnostics.AddReferencesCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/DeleteNodesCount,n=1;s=Session_3274624048.SessionDiagnostics.DeleteNodesCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/DeleteReferencesCount,n=1;s=Session_3274624048.SessionDiagnostics.DeleteReferencesCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/BrowseCount,n=1;s=Session_3274624048.SessionDiagnostics.BrowseCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/BrowseNextCount,n=1;s=Session_3274624048.SessionDiagnostics.BrowseNextCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/TranslateBrowsePathsToNodeIdsCount,n=1;s=Session_3274624048.SessionDiagnostics.TranslateBrowsePathsToNodeIdsCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/QueryFirstCount,n=1;s=Session_3274624048.SessionDiagnostics.QueryFirstCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/QueryNextCount,n=1;s=Session_3274624048.SessionDiagnostics.QueryNextCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/RegisterNodesCount,n=1;s=Session_3274624048.SessionDiagnostics.RegisterNodesCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SessionDiagnostics/UnregisterNodesCount,n=1;s=Session_3274624048.SessionDiagnostics.UnregisterNodesCount,currentRead,ServiceCounterDataType
/Objects/Server/ServerDiagnostics/SessionsDiagnosticsSummary/UaSession:Eclipse Milo application name not configured:1693479595628/SubscriptionDiagnosticsArray,n=1;s=Session_3274624048.SubscriptionDiagnosticsArray,currentRead,SubscriptionDiagnosticsDataType
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray,n=0;i=2290,currentRead,SubscriptionDiagnosticsDataType
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038,n=1;s=Subscription_3274624038,currentRead,SubscriptionDiagnosticsDataType
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/SessionId,n=1;s=Subscription_3274624038.SessionId,currentRead,NodeId
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/SubscriptionId,n=1;s=Subscription_3274624038.SubscriptionId,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/Priority,n=1;s=Subscription_3274624038.Priority,currentRead,Byte
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/PublishingInterval,n=1;s=Subscription_3274624038.PublishingInterval,currentRead,Double
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/MaxKeepAliveCount,n=1;s=Subscription_3274624038.MaxKeepAliveCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/MaxLifetimeCount,n=1;s=Subscription_3274624038.MaxLifetimeCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/MaxNotificationsPerPublish,n=1;s=Subscription_3274624038.MaxNotificationsPerPublish,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/PublishingEnabled,n=1;s=Subscription_3274624038.PublishingEnabled,currentRead,Boolean
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/ModifyCount,n=1;s=Subscription_3274624038.ModifyCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/EnableCount,n=1;s=Subscription_3274624038.EnableCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/DisableCount,n=1;s=Subscription_3274624038.DisableCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/RepublishRequestCount,n=1;s=Subscription_3274624038.RepublishRequestCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/RepublishMessageRequestCount,n=1;s=Subscription_3274624038.RepublishMessageRequestCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/RepublishMessageCount,n=1;s=Subscription_3274624038.RepublishMessageCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/TransferRequestCount,n=1;s=Subscription_3274624038.TransferRequestCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/TransferredToAltClientCount,n=1;s=Subscription_3274624038.TransferredToAltClientCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/TransferredToSameClientCount,n=1;s=Subscription_3274624038.TransferredToSameClientCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/PublishRequestCount,n=1;s=Subscription_3274624038.PublishRequestCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/DataChangeNotificationsCount,n=1;s=Subscription_3274624038.DataChangeNotificationsCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/EventNotificationsCount,n=1;s=Subscription_3274624038.EventNotificationsCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/NotificationsCount,n=1;s=Subscription_3274624038.NotificationsCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/LatePublishRequestCount,n=1;s=Subscription_3274624038.LatePublishRequestCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/CurrentKeepAliveCount,n=1;s=Subscription_3274624038.CurrentKeepAliveCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/CurrentLifetimeCount,n=1;s=Subscription_3274624038.CurrentLifetimeCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/UnacknowledgedMessageCount,n=1;s=Subscription_3274624038.UnacknowledgedMessageCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/DiscardedMessageCount,n=1;s=Subscription_3274624038.DiscardedMessageCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/MonitoredItemCount,n=1;s=Subscription_3274624038.MonitoredItemCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/DisabledMonitoredItemCount,n=1;s=Subscription_3274624038.DisabledMonitoredItemCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/MonitoringQueueOverflowCount,n=1;s=Subscription_3274624038.MonitoringQueueOverflowCount,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/NextSequenceNumber,n=1;s=Subscription_3274624038.NextSequenceNumber,currentRead,UInt32
/Objects/Server/ServerDiagnostics/SubscriptionDiagnosticsArray/3274624038/EventQueueOverFlowCount,n=1;s=Subscription_3274624038.EventQueueOverFlowCount,currentRead,UInt32
/Objects/Server/ServerRedundancy,n=0;,,
/Objects/Server/ServerRedundancy/RedundancySupport,n=0;i=3709,currentRead,RedundancySupport
/Objects/Server/ServerStatus,n=0;i=2256,currentRead,ServerStatusDataType
/Objects/Server/ServerStatus/BuildInfo,n=0;i=2260,currentRead,BuildInfo
/Objects/Server/ServerStatus/BuildInfo/BuildDate,n=0;i=2266,currentRead,DateTime
/Objects/Server/ServerStatus/BuildInfo/BuildNumber,n=0;i=2265,currentRead,String
/Objects/Server/ServerStatus/BuildInfo/ManufacturerName,n=0;i=2263,currentRead,String
/Objects/Server/ServerStatus/BuildInfo/ProductName,n=0;i=2261,currentRead,String
/Objects/Server/ServerStatus/BuildInfo/ProductUri,n=0;i=2262,currentRead,String
/Objects/Server/ServerStatus/BuildInfo/SoftwareVersion,n=0;i=2264,currentRead,String
/Objects/Server/ServerStatus/CurrentTime,n=0;i=2258,currentRead,DateTime
/Objects/Server/ServerStatus/SecondsTillShutdown,n=0;i=2992,currentRead,UInt32
/Objects/Server/ServerStatus/ShutdownReason,n=0;i=2993,currentRead,LocalizedText
/Objects/Server/ServerStatus/StartTime,n=0;i=2257,currentRead,DateTime
/Objects/Server/ServerStatus/State,n=0;i=2259,currentRead,ServerState
/Objects/Server/ServiceLevel,n=0;i=2267,currentRead,Byte
/Objects/Server/VendorServerInfo,n=0;,,
/Objects/Server/Machine,n=4;,,
/Objects/Server/Machine/HeaterSwitch,n=4;i=6257,currentRead + currentWrite,Boolean
/Objects/Server/Machine/TemperatureSensor,n=4;,,
/Objects/Server/Machine/TemperatureSensor/Temperature,n=4;i=6252,currentRead,Double
/Objects/Server/Machine/TemperatureSensor/Temperature/EURange,n=4;i=6253,currentRead,Range
/Objects/Server/Machine/TemperatureSensor,n=4;,,
/Objects/Server/Machine/TemperatureSensor/Temperature,n=4;i=6252,currentRead,Double
/Objects/Server/Machine/TemperatureSensor/Temperature/EURange,n=4;i=6253,currentRead,Range
/Objects/Server/SampleEventNotifier,n=4;,,
/Objects/Server/SampleEventNotifier/SampleEventSource,n=4;,,
/Objects/Server/SampleEventNotifier/SampleEventSource,n=4;,,
/Objects/DeviceSet,n=2;,,
/Objects/NetworkSet,n=2;,,
/Objects/DeviceTopology,n=2;,,
/Objects/DeviceTopology/OnlineAccess,n=2;i=6095,currentRead,Boolean
/Objects/Demo,n=4;,,
/Objects/Demo/Static,n=4;,,
/Objects/Demo/Static/Arrays,n=4;,,
/Objects/Demo/Static/Arrays/Boolean,n=4;s=Demo.Static.Arrays.Boolean,currentRead + currentWrite,Boolean
/Objects/Demo/Static/Arrays/Byte,n=4;s=Demo.Static.Arrays.Byte,currentRead + currentWrite,Byte
/Objects/Demo/Static/Arrays/ByteString,n=4;s=Demo.Static.Arrays.ByteString,currentRead + currentWrite,ByteString
/Objects/Demo/Static/Arrays/DateTime,n=4;s=Demo.Static.Arrays.DateTime,currentRead + currentWrite,DateTime
/Objects/Demo/Static/Arrays/Double,n=4;s=Demo.Static.Arrays.Double,currentRead + currentWrite,Double
/Objects/Demo/Static/Arrays/ExpandedNodeId,n=4;s=Demo.Static.Arrays.ExpandedNodeId,currentRead + currentWrite,ExpandedNodeId
/Objects/Demo/Static/Arrays/Float,n=4;s=Demo.Static.Arrays.Float,currentRead + currentWrite,Float
/Objects/Demo/Static/Arrays/Guid,n=4;s=Demo.Static.Arrays.Guid,currentRead + currentWrite,Guid
/Objects/Demo/Static/Arrays/Int16,n=4;s=Demo.Static.Arrays.Int16,currentRead + currentWrite,Int16
/Objects/Demo/Static/Arrays/Int32,n=4;s=Demo.Static.Arrays.Int32,currentRead + currentWrite,Int32
/Objects/Demo/Static/Arrays/Int64,n=4;s=Demo.Static.Arrays.Int64,currentRead + currentWrite,Int64
/Objects/Demo/Static/Arrays/LocalizedText,n=4;s=Demo.Static.Arrays.LocalizedText,currentRead + currentWrite,LocalizedText
/Objects/Demo/Static/Arrays/NodeId,n=4;s=Demo.Static.Arrays.NodeId,currentRead + currentWrite,NodeId
/Objects/Demo/Static/Arrays/QualifiedName,n=4;s=Demo.Static.Arrays.QualifiedName,currentRead + currentWrite,QualifiedName
/Objects/Demo/Static/Arrays/SByte,n=4;s=Demo.Static.Arrays.SByte,currentRead + currentWrite,SByte
/Objects/Demo/Static/Arrays/StatusCode,n=4;s=Demo.Static.Arrays.StatusCode,currentRead + currentWrite,StatusCode
/Objects/Demo/Static/Arrays/String,n=4;s=Demo.Static.Arrays.String,currentRead + currentWrite,String
/Objects/Demo/Static/Arrays/UInt16,n=4;s=Demo.Static.Arrays.UInt16,currentRead + currentWrite,UInt16
/Objects/Demo/Static/Arrays/UInt32,n=4;s=Demo.Static.Arrays.UInt32,currentRead + currentWrite,UInt32
/Objects/Demo/Static/Arrays/UInt64,n=4;s=Demo.Static.Arrays.UInt64,currentRead + currentWrite,UInt64
/Objects/Demo/Static/Arrays/Vector,n=4;s=Demo.Static.Arrays.Vector,currentRead + currentWrite,Vector
/Objects/Demo/Static/Arrays/XmlElement,n=4;s=Demo.Static.Arrays.XmlElement,currentRead + currentWrite,XmlElement
/Objects/Demo/Static/Matrix,n=4;,,
/Objects/Demo/Static/Matrix/Boolean,n=4;s=Demo.Static.Matrix.Boolean,currentRead + currentWrite,Boolean
/Objects/Demo/Static/Matrix/Byte,n=4;s=Demo.Static.Matrix.Byte,currentRead + currentWrite,Byte
/Objects/Demo/Static/Matrix/ByteString,n=4;s=Demo.Static.Matrix.ByteString,currentRead + currentWrite,ByteString
/Objects/Demo/Static/Matrix/DateTime,n=4;s=Demo.Static.Matrix.DateTime,currentRead + currentWrite,DateTime
/Objects/Demo/Static/Matrix/Double,n=4;s=Demo.Static.Matrix.Double,currentRead + currentWrite,Double
/Objects/Demo/Static/Matrix/ExpandedNodeId,n=4;s=Demo.Static.Matrix.ExpandedNodeId,currentRead + currentWrite,ExpandedNodeId
/Objects/Demo/Static/Matrix/Float,n=4;s=Demo.Static.Matrix.Float,currentRead + currentWrite,Float
/Objects/Demo/Static/Matrix/Guid,n=4;s=Demo.Static.Matrix.Guid,currentRead + currentWrite,Guid
/Objects/Demo/Static/Matrix/Int16,n=4;s=Demo.Static.Matrix.Int16,currentRead + currentWrite,Int16
/Objects/Demo/Static/Matrix/Int32,n=4;s=Demo.Static.Matrix.Int32,currentRead + currentWrite,Int32
/Objects/Demo/Static/Matrix/Int64,n=4;s=Demo.Static.Matrix.Int64,currentRead + currentWrite,Int64
/Objects/Demo/Static/Matrix/LocalizedText,n=4;s=Demo.Static.Matrix.LocalizedText,currentRead + currentWrite,LocalizedText
/Objects/Demo/Static/Matrix/NodeId,n=4;s=Demo.Static.Matrix.NodeId,currentRead + currentWrite,NodeId
/Objects/Demo/Static/Matrix/QualifiedName,n=4;s=Demo.Static.Matrix.QualifiedName,currentRead + currentWrite,QualifiedName
/Objects/Demo/Static/Matrix/SByte,n=4;s=Demo.Static.Matrix.SByte,currentRead + currentWrite,SByte
/Objects/Demo/Static/Matrix/StatusCode,n=4;s=Demo.Static.Matrix.StatusCode,currentRead + currentWrite,StatusCode
/Objects/Demo/Static/Matrix/String,n=4;s=Demo.Static.Matrix.String,currentRead + currentWrite,String
/Objects/Demo/Static/Matrix/UInt16,n=4;s=Demo.Static.Matrix.UInt16,currentRead + currentWrite,UInt16
/Objects/Demo/Static/Matrix/UInt32,n=4;s=Demo.Static.Matrix.UInt32,currentRead + currentWrite,UInt32
/Objects/Demo/Static/Matrix/UInt64,n=4;s=Demo.Static.Matrix.UInt64,currentRead + currentWrite,UInt64
/Objects/Demo/Static/Matrix/Vector,n=4;s=Demo.Static.Matrix.Vector,currentRead + currentWrite,Vector
/Objects/Demo/Static/Matrix/XmlElement,n=4;s=Demo.Static.Matrix.XmlElement,currentRead + currentWrite,XmlElement
/Objects/Demo/Static/Scalar,n=4;,,
/Objects/Demo/Static/Scalar/Boolean,n=4;s=Demo.Static.Scalar.Boolean,currentRead + currentWrite,Boolean
/Objects/Demo/Static/Scalar/Byte,n=4;s=Demo.Static.Scalar.Byte,currentRead + currentWrite,Byte
/Objects/Demo/Static/Scalar/ByteString,n=4;s=Demo.Static.Scalar.ByteString,currentRead + currentWrite,ByteString
/Objects/Demo/Static/Scalar/DateTime,n=4;s=Demo.Static.Scalar.DateTime,currentRead + currentWrite,DateTime
/Objects/Demo/Static/Scalar/Double,n=4;s=Demo.Static.Scalar.Double,currentRead + currentWrite,Double
/Objects/Demo/Static/Scalar/ExpandedNodeId,n=4;s=Demo.Static.Scalar.ExpandedNodeId,currentRead + currentWrite,ExpandedNodeId
/Objects/Demo/Static/Scalar/Float,n=4;s=Demo.Static.Scalar.Float,currentRead + currentWrite,Float
/Objects/Demo/Static/Scalar/Guid,n=4;s=Demo.Static.Scalar.Guid,currentRead + currentWrite,Guid
/Objects/Demo/Static/Scalar/Int16,n=4;s=Demo.Static.Scalar.Int16,currentRead + currentWrite,Int16
/Objects/Demo/Static/Scalar/Int32,n=4;s=Demo.Static.Scalar.Int32,currentRead + currentWrite,Int32
/Objects/Demo/Static/Scalar/Int64,n=4;s=Demo.Static.Scalar.Int64,currentRead + currentWrite,Int64
/Objects/Demo/Static/Scalar/LocalizedText,n=4;s=Demo.Static.Scalar.LocalizedText,currentRead + currentWrite,LocalizedText
/Objects/Demo/Static/Scalar/NodeId,n=4;s=Demo.Static.Scalar.NodeId,currentRead + currentWrite,NodeId
/Objects/Demo/Static/Scalar/QualifiedName,n=4;s=Demo.Static.Scalar.QualifiedName,currentRead + currentWrite,QualifiedName
/Objects/Demo/Static/Scalar/SByte,n=4;s=Demo.Static.Scalar.SByte,currentRead + currentWrite,SByte
/Objects/Demo/Static/Scalar/StatusCode,n=4;s=Demo.Static.Scalar.StatusCode,currentRead + currentWrite,StatusCode
/Objects/Demo/Static/Scalar/String,n=4;s=Demo.Static.Scalar.String,currentRead + currentWrite,String
/Objects/Demo/Static/Scalar/UInt16,n=4;s=Demo.Static.Scalar.UInt16,currentRead + currentWrite,UInt16
/Objects/Demo/Static/Scalar/UInt32,n=4;s=Demo.Static.Scalar.UInt32,currentRead + currentWrite,UInt32
/Objects/Demo/Static/Scalar/UInt64,n=4;s=Demo.Static.Scalar.UInt64,currentRead + currentWrite,UInt64
/Objects/Demo/Static/Scalar/Vector,n=4;s=Demo.Static.Scalar.Vector,currentRead + currentWrite,Vector
/Objects/Demo/Static/Scalar/XmlElement,n=4;s=Demo.Static.Scalar.XmlElement,currentRead + currentWrite,XmlElement
/Objects/Demo/Dynamic,n=4;,,
/Objects/Demo/Dynamic/Arrays,n=4;,,
/Objects/Demo/Dynamic/Arrays/Boolean,n=4;s=Demo.Dynamic.Arrays.Boolean,currentRead + currentWrite,Boolean
/Objects/Demo/Dynamic/Arrays/Byte,n=4;s=Demo.Dynamic.Arrays.Byte,currentRead + currentWrite,Byte
/Objects/Demo/Dynamic/Arrays/ByteString,n=4;s=Demo.Dynamic.Arrays.ByteString,currentRead + currentWrite,ByteString
/Objects/Demo/Dynamic/Arrays/DateTime,n=4;s=Demo.Dynamic.Arrays.DateTime,currentRead + currentWrite,DateTime
/Objects/Demo/Dynamic/Arrays/Double,n=4;s=Demo.Dynamic.Arrays.Double,currentRead + currentWrite,Double
/Objects/Demo/Dynamic/Arrays/ExpandedNodeId,n=4;s=Demo.Dynamic.Arrays.ExpandedNodeId,currentRead + currentWrite,ExpandedNodeId
/Objects/Demo/Dynamic/Arrays/Float,n=4;s=Demo.Dynamic.Arrays.Float,currentRead + currentWrite,Float
/Objects/Demo/Dynamic/Arrays/Guid,n=4;s=Demo.Dynamic.Arrays.Guid,currentRead + currentWrite,Guid
/Objects/Demo/Dynamic/Arrays/Int16,n=4;s=Demo.Dynamic.Arrays.Int16,currentRead + currentWrite,Int16
/Objects/Demo/Dynamic/Arrays/Int32,n=4;s=Demo.Dynamic.Arrays.Int32,currentRead + currentWrite,Int32
/Objects/Demo/Dynamic/Arrays/Int64,n=4;s=Demo.Dynamic.Arrays.Int64,currentRead + currentWrite,Int64
/Objects/Demo/Dynamic/Arrays/LocalizedText,n=4;s=Demo.Dynamic.Arrays.LocalizedText,currentRead + currentWrite,LocalizedText
/Objects/Demo/Dynamic/Arrays/NodeId,n=4;s=Demo.Dynamic.Arrays.NodeId,currentRead + currentWrite,NodeId
/Objects/Demo/Dynamic/Arrays/QualifiedName,n=4;s=Demo.Dynamic.Arrays.QualifiedName,currentRead + currentWrite,QualifiedName
/Objects/Demo/Dynamic/Arrays/SByte,n=4;s=Demo.Dynamic.Arrays.SByte,currentRead + currentWrite,SByte
/Objects/Demo/Dynamic/Arrays/StatusCode,n=4;s=Demo.Dynamic.Arrays.StatusCode,currentRead + currentWrite,StatusCode
/Objects/Demo/Dynamic/Arrays/String,n=4;s=Demo.Dynamic.Arrays.String,currentRead + currentWrite,String
/Objects/Demo/Dynamic/Arrays/UInt16,n=4;s=Demo.Dynamic.Arrays.UInt16,currentRead + currentWrite,UInt16
